Country,Country code,Category,hour_of_day,value
호주,AUS,그래픽 및 디자인,6,
호주,AUS,건강 및 피트니스,6,-0.4881
호주,AUS,라이프스타일,6,
호주,AUS,의료,6,
호주,AUS,음악,6,
호주,AUS,뉴스 및 잡지,6,
호주,AUS,사진 및 비디오,6,-1.4374
호주,AUS,생산성,6,
호주,AUS,부동산,6,
호주,AUS,RMG,6,
호주,AUS,쇼핑,6,-0.9434
호주,AUS,소셜,6,
호주,AUS,소셜 미디어,6,-0.9332
호주,AUS,스포츠,6,0.3302
호주,AUS,도구,6,
호주,AUS,여행,6,-0.0554
호주,AUS,여행 및 내비게이션,6,
호주,AUS,유틸리티 및 생산성,6,0.8592
호주,AUS,날씨,6,
호주,AUS,예술 및 디자인,7,
호주,AUS,자동차,7,
호주,AUS,도서 및 참고자료,7,-0.1438
호주,AUS,비즈니스,7,
호주,AUS,교육,7,0.0098
호주,AUS,엔터테인먼트,7,0.2979
호주,AUS,가족 및 관계,7,
호주,AUS,금융,7,
호주,AUS,음식 및 음료,7,
호주,AUS,생성형 AI,7,-0.6594
호주,AUS,그래픽 및 디자인,7,
호주,AUS,건강 및 피트니스,7,0.0571
호주,AUS,라이프스타일,7,
호주,AUS,의료,7,
호주,AUS,음악,7,
호주,AUS,뉴스 및 잡지,7,
호주,AUS,사진 및 비디오,7,-1.0891
호주,AUS,생산성,7,
호주,AUS,부동산,7,
호주,AUS,RMG,7,
호주,AUS,쇼핑,7,-0.431
호주,AUS,소셜,7,
호주,AUS,소셜 미디어,7,-0.25
호주,AUS,스포츠,7,0.8676
호주,AUS,도구,7,
호주,AUS,여행,7,0.6277
호주,AUS,여행 및 내비게이션,7,
호주,AUS,유틸리티 및 생산성,7,1.5462
호주,AUS,날씨,7,
호주,AUS,예술 및 디자인,8,
호주,AUS,자동차,8,
호주,AUS,도서 및 참고자료,8,0.3003
호주,AUS,비즈니스,8,
호주,AUS,교육,8,0.1089
호주,AUS,엔터테인먼트,8,0.8189
호주,AUS,가족 및 관계,8,
호주,AUS,금융,8,
호주,AUS,음식 및 음료,8,
호주,AUS,생성형 AI,8,-0.5223
호주,AUS,그래픽 및 디자인,8,
호주,AUS,건강 및 피트니스,8,0.0933
호주,AUS,라이프스타일,8,
호주,AUS,의료,8,
호주,AUS,음악,8,
호주,AUS,뉴스 및 잡지,8,
호주,AUS,사진 및 비디오,8,-0.6095
호주,AUS,생산성,8,
호주,AUS,부동산,8,
호주,AUS,RMG,8,
호주,AUS,쇼핑,8,-0.0145
호주,AUS,소셜,8,
호주,AUS,소셜 미디어,8,0.0598
호주,AUS,스포츠,8,0.5952
호주,AUS,도구,8,
호주,AUS,여행,8,1.0799
호주,AUS,여행 및 내비게이션,8,
호주,AUS,유틸리티 및 생산성,8,1.272
호주,AUS,날씨,8,
호주,AUS,예술 및 디자인,9,
호주,AUS,자동차,9,
호주,AUS,도서 및 참고자료,9,0.1504
호주,AUS,비즈니스,9,
호주,AUS,교육,9,0.0171
호주,AUS,엔터테인먼트,9,0.7076
호주,AUS,가족 및 관계,9,
호주,AUS,금융,9,
호주,AUS,음식 및 음료,9,
호주,AUS,생성형 AI,9,-0.429
호주,AUS,그래픽 및 디자인,9,
호주,AUS,건강 및 피트니스,9,0.2493
호주,AUS,라이프스타일,9,
호주,AUS,의료,9,
호주,AUS,음악,9,
호주,AUS,뉴스 및 잡지,9,
호주,AUS,사진 및 비디오,9,-0.348
호주,AUS,생산성,9,
호주,AUS,부동산,9,
호주,AUS,RMG,9,
호주,AUS,쇼핑,9,0.2855
호주,AUS,소셜,9,
호주,AUS,소셜 미디어,9,0.1599
호주,AUS,스포츠,9,0.069
호주,AUS,도구,9,
호주,AUS,여행,9,1.1183
호주,AUS,여행 및 내비게이션,9,
호주,AUS,유틸리티 및 생산성,9,0.8294
호주,AUS,날씨,9,
호주,AUS,예술 및 디자인,10,
호주,AUS,자동차,10,
호주,AUS,도서 및 참고자료,10,0.0353
호주,AUS,비즈니스,10,
호주,AUS,교육,10,-0.1122
호주,AUS,엔터테인먼트,10,0.6693
호주,AUS,가족 및 관계,10,
호주,AUS,금융,10,
호주,AUS,음식 및 음료,10,
호주,AUS,생성형 AI,10,-0.2611
호주,AUS,그래픽 및 디자인,10,
호주,AUS,건강 및 피트니스,10,0.2158
호주,AUS,라이프스타일,10,
호주,AUS,의료,10,
호주,AUS,음악,10,
호주,AUS,뉴스 및 잡지,10,
호주,AUS,사진 및 비디오,10,-0.0752
호주,AUS,생산성,10,
호주,AUS,부동산,10,
호주,AUS,RMG,10,
호주,AUS,쇼핑,10,0.4646
호주,AUS,소셜,10,
호주,AUS,소셜 미디어,10,0.2344
호주,AUS,스포츠,10,-0.0141
호주,AUS,도구,10,
호주,AUS,여행,10,1.2206
호주,AUS,여행 및 내비게이션,10,
호주,AUS,유틸리티 및 생산성,10,0.5387
호주,AUS,날씨,10,
호주,AUS,예술 및 디자인,11,
호주,AUS,자동차,11,
호주,AUS,도서 및 참고자료,11,0.0601
호주,AUS,비즈니스,11,
호주,AUS,교육,11,-0.1822
호주,AUS,엔터테인먼트,11,0.5169
호주,AUS,가족 및 관계,11,
호주,AUS,금융,11,
호주,AUS,음식 및 음료,11,
호주,AUS,생성형 AI,11,-0.1511
호주,AUS,그래픽 및 디자인,11,
호주,AUS,건강 및 피트니스,11,0.2896
호주,AUS,라이프스타일,11,
호주,AUS,의료,11,
호주,AUS,음악,11,
호주,AUS,뉴스 및 잡지,11,
호주,AUS,사진 및 비디오,11,0.1946
호주,AUS,생산성,11,
호주,AUS,부동산,11,
호주,AUS,RMG,11,
호주,AUS,쇼핑,11,0.4965
호주,AUS,소셜,11,
호주,AUS,소셜 미디어,11,0.2634
호주,AUS,스포츠,11,-0.192
호주,AUS,도구,11,
호주,AUS,여행,11,1.0601
호주,AUS,여행 및 내비게이션,11,
호주,AUS,유틸리티 및 생산성,11,0.4657
호주,AUS,날씨,11,
호주,AUS,예술 및 디자인,12,
호주,AUS,자동차,12,
호주,AUS,도서 및 참고자료,12,0.0603
호주,AUS,비즈니스,12,
호주,AUS,교육,12,-0.3106
호주,AUS,엔터테인먼트,12,0.373
호주,AUS,가족 및 관계,12,
호주,AUS,금융,12,
호주,AUS,음식 및 음료,12,
호주,AUS,생성형 AI,12,-0.1081
호주,AUS,그래픽 및 디자인,12,
호주,AUS,건강 및 피트니스,12,0.6795
호주,AUS,라이프스타일,12,
호주,AUS,의료,12,
호주,AUS,음악,12,
호주,AUS,뉴스 및 잡지,12,
호주,AUS,사진 및 비디오,12,0.2163
호주,AUS,생산성,12,
호주,AUS,부동산,12,
호주,AUS,RMG,12,
호주,AUS,쇼핑,12,0.6659
호주,AUS,소셜,12,
호주,AUS,소셜 미디어,12,0.3785
호주,AUS,스포츠,12,-0.3717
호주,AUS,도구,12,
호주,AUS,여행,12,0.7051
호주,AUS,여행 및 내비게이션,12,
호주,AUS,유틸리티 및 생산성,12,0.2863
호주,AUS,날씨,12,
호주,AUS,예술 및 디자인,13,
호주,AUS,자동차,13,
호주,AUS,도서 및 참고자료,13,0.0908
호주,AUS,비즈니스,13,
호주,AUS,교육,13,-0.3548
호주,AUS,엔터테인먼트,13,0.3244
호주,AUS,가족 및 관계,13,
호주,AUS,금융,13,
호주,AUS,음식 및 음료,13,
호주,AUS,생성형 AI,13,0.0072
호주,AUS,그래픽 및 디자인,13,
호주,AUS,건강 및 피트니스,13,0.8143
호주,AUS,라이프스타일,13,
호주,AUS,의료,13,
호주,AUS,음악,13,
호주,AUS,뉴스 및 잡지,13,
호주,AUS,사진 및 비디오,13,0.4251
호주,AUS,생산성,13,
호주,AUS,부동산,13,
호주,AUS,RMG,13,
호주,AUS,쇼핑,13,0.5451
호주,AUS,소셜,13,
호주,AUS,소셜 미디어,13,0.4216
호주,AUS,스포츠,13,-0.4373
호주,AUS,도구,13,
호주,AUS,여행,13,0.4671
호주,AUS,여행 및 내비게이션,13,
호주,AUS,유틸리티 및 생산성,13,0.2225
호주,AUS,날씨,13,
호주,AUS,예술 및 디자인,14,
호주,AUS,자동차,14,
호주,AUS,도서 및 참고자료,14,0.1343
호주,AUS,비즈니스,14,
호주,AUS,교육,14,-0.3288
호주,AUS,엔터테인먼트,14,0.3878
호주,AUS,가족 및 관계,14,
호주,AUS,금융,14,
호주,AUS,음식 및 음료,14,
호주,AUS,생성형 AI,14,0.116
호주,AUS,그래픽 및 디자인,14,
호주,AUS,건강 및 피트니스,14,0.4189
호주,AUS,라이프스타일,14,
호주,AUS,의료,14,
호주,AUS,음악,14,
호주,AUS,뉴스 및 잡지,14,
호주,AUS,사진 및 비디오,14,0.4644
호주,AUS,생산성,14,
호주,AUS,부동산,14,
호주,AUS,RMG,14,
호주,AUS,쇼핑,14,0.5368
호주,AUS,소셜,14,
호주,AUS,소셜 미디어,14,0.4564
호주,AUS,스포츠,14,-0.2572
호주,AUS,도구,14,
호주,AUS,여행,14,0.4185
호주,AUS,여행 및 내비게이션,14,
호주,AUS,유틸리티 및 생산성,14,0.1694
호주,AUS,날씨,14,
호주,AUS,예술 및 디자인,15,
호주,AUS,자동차,15,
호주,AUS,도서 및 참고자료,15,0.1663
호주,AUS,비즈니스,15,
호주,AUS,교육,15,-0.1768
호주,AUS,엔터테인먼트,15,0.451
호주,AUS,가족 및 관계,15,
호주,AUS,금융,15,
호주,AUS,음식 및 음료,15,
호주,AUS,생성형 AI,15,0.5565
호주,AUS,그래픽 및 디자인,15,
호주,AUS,건강 및 피트니스,15,0.3533
호주,AUS,라이프스타일,15,
호주,AUS,의료,15,
호주,AUS,음악,15,
호주,AUS,뉴스 및 잡지,15,
호주,AUS,사진 및 비디오,15,0.7455
호주,AUS,생산성,15,
호주,AUS,부동산,15,
호주,AUS,RMG,15,
호주,AUS,쇼핑,15,0.6159
호주,AUS,소셜,15,
호주,AUS,소셜 미디어,15,0.5704
호주,AUS,스포츠,15,0.1414
호주,AUS,도구,15,
호주,AUS,여행,15,0.7185
호주,AUS,여행 및 내비게이션,15,
호주,AUS,유틸리티 및 생산성,15,0.3701
호주,AUS,날씨,15,
호주,AUS,예술 및 디자인,16,
호주,AUS,자동차,16,
호주,AUS,도서 및 참고자료,16,0.3542
호주,AUS,비즈니스,16,
호주,AUS,교육,16,0.0588
호주,AUS,엔터테인먼트,16,0.6536
호주,AUS,가족 및 관계,16,
호주,AUS,금융,16,
호주,AUS,음식 및 음료,16,
호주,AUS,생성형 AI,16,0.8419
호주,AUS,그래픽 및 디자인,16,
호주,AUS,건강 및 피트니스,16,0.3991
호주,AUS,라이프스타일,16,
호주,AUS,의료,16,
호주,AUS,음악,16,
호주,AUS,뉴스 및 잡지,16,
호주,AUS,사진 및 비디오,16,0.9068
호주,AUS,생산성,16,
호주,AUS,부동산,16,
호주,AUS,RMG,16,
호주,AUS,쇼핑,16,0.6145
호주,AUS,소셜,16,
호주,AUS,소셜 미디어,16,0.6337
호주,AUS,스포츠,16,0.7759
호주,AUS,도구,16,
호주,AUS,여행,16,0.6737
호주,AUS,여행 및 내비게이션,16,
호주,AUS,유틸리티 및 생산성,16,0.4424
호주,AUS,날씨,16,
호주,AUS,예술 및 디자인,17,
호주,AUS,자동차,17,
호주,AUS,도서 및 참고자료,17,0.418
호주,AUS,비즈니스,17,
호주,AUS,교육,17,0.1883
호주,AUS,엔터테인먼트,17,0.6825
호주,AUS,가족 및 관계,17,
호주,AUS,금융,17,
호주,AUS,음식 및 음료,17,
호주,AUS,생성형 AI,17,0.8647
호주,AUS,그래픽 및 디자인,17,
호주,AUS,건강 및 피트니스,17,0.7684
호주,AUS,라이프스타일,17,
호주,AUS,의료,17,
호주,AUS,음악,17,
호주,AUS,뉴스 및 잡지,17,
호주,AUS,사진 및 비디오,17,1.0267
호주,AUS,생산성,17,
호주,AUS,부동산,17,
호주,AUS,RMG,17,
호주,AUS,쇼핑,17,0.5937
호주,AUS,소셜,17,
호주,AUS,소셜 미디어,17,0.5688
호주,AUS,스포츠,17,1.0568
호주,AUS,도구,17,
호주,AUS,여행,17,0.6993
호주,AUS,여행 및 내비게이션,17,
호주,AUS,유틸리티 및 생산성,17,0.5095
호주,AUS,날씨,17,
호주,AUS,예술 및 디자인,18,
호주,AUS,자동차,18,
호주,AUS,도서 및 참고자료,18,0.4185
호주,AUS,비즈니스,18,
호주,AUS,교육,18,0.3738
호주,AUS,엔터테인먼트,18,0.6477
호주,AUS,가족 및 관계,18,
호주,AUS,금융,18,
호주,AUS,음식 및 음료,18,
호주,AUS,생성형 AI,18,0.8651
호주,AUS,그래픽 및 디자인,18,
호주,AUS,건강 및 피트니스,18,1.4627
호주,AUS,라이프스타일,18,
호주,AUS,의료,18,
호주,AUS,음악,18,
호주,AUS,뉴스 및 잡지,18,
호주,AUS,사진 및 비디오,18,1.0628
호주,AUS,생산성,18,
호주,AUS,부동산,18,
호주,AUS,RMG,18,
호주,AUS,쇼핑,18,0.8117
호주,AUS,소셜,18,
호주,AUS,소셜 미디어,18,0.5714
호주,AUS,스포츠,18,1.2178
호주,AUS,도구,18,
호주,AUS,여행,18,0.4812
호주,AUS,여행 및 내비게이션,18,
호주,AUS,유틸리티 및 생산성,18,0.5742
호주,AUS,날씨,18,
호주,AUS,예술 및 디자인,19,
호주,AUS,자동차,19,
호주,AUS,도서 및 참고자료,19,0.6702
호주,AUS,비즈니스,19,
호주,AUS,교육,19,0.6889
호주,AUS,엔터테인먼트,19,0.7854
호주,AUS,가족 및 관계,19,
호주,AUS,금융,19,
호주,AUS,음식 및 음료,19,
호주,AUS,생성형 AI,19,1.0604
호주,AUS,그래픽 및 디자인,19,
호주,AUS,건강 및 피트니스,19,1.6789
호주,AUS,라이프스타일,19,
호주,AUS,의료,19,
호주,AUS,음악,19,
호주,AUS,뉴스 및 잡지,19,
호주,AUS,사진 및 비디오,19,1.3388
호주,AUS,생산성,19,
호주,AUS,부동산,19,
호주,AUS,RMG,19,
호주,AUS,쇼핑,19,1.2893
호주,AUS,소셜,19,
호주,AUS,소셜 미디어,19,0.8467
호주,AUS,스포츠,19,1.4965
호주,AUS,도구,19,
호주,AUS,여행,19,0.3955
호주,AUS,여행 및 내비게이션,19,
호주,AUS,유틸리티 및 생산성,19,0.6695
호주,AUS,날씨,19,
호주,AUS,예술 및 디자인,20,
호주,AUS,자동차,20,
호주,AUS,도서 및 참고자료,20,1.3786
호주,AUS,비즈니스,20,
호주,AUS,교육,20,1.2567
호주,AUS,엔터테인먼트,20,1.0471
호주,AUS,가족 및 관계,20,
호주,AUS,금융,20,
호주,AUS,음식 및 음료,20,
호주,AUS,생성형 AI,20,1.4475
호주,AUS,그래픽 및 디자인,20,
호주,AUS,건강 및 피트니스,20,1.315
호주,AUS,라이프스타일,20,
호주,AUS,의료,20,
호주,AUS,음악,20,
호주,AUS,뉴스 및 잡지,20,
호주,AUS,사진 및 비디오,20,1.3471
호주,AUS,생산성,20,
호주,AUS,부동산,20,
호주,AUS,RMG,20,
호주,AUS,쇼핑,20,1.6434
호주,AUS,소셜,20,
호주,AUS,소셜 미디어,20,1.2685
호주,AUS,스포츠,20,1.6688
호주,AUS,도구,20,
호주,AUS,여행,20,0.3123
호주,AUS,여행 및 내비게이션,20,
호주,AUS,유틸리티 및 생산성,20,0.592
호주,AUS,날씨,20,
호주,AUS,예술 및 디자인,21,
호주,AUS,자동차,21,
호주,AUS,도서 및 참고자료,21,1.6673
호주,AUS,비즈니스,21,
호주,AUS,교육,21,2.0284
호주,AUS,엔터테인먼트,21,1.1035
호주,AUS,가족 및 관계,21,
호주,AUS,금융,21,
호주,AUS,음식 및 음료,21,
호주,AUS,생성형 AI,21,1.6967
호주,AUS,그래픽 및 디자인,21,
호주,AUS,건강 및 피트니스,21,0.7808
호주,AUS,라이프스타일,21,
호주,AUS,의료,21,
호주,AUS,음악,21,
호주,AUS,뉴스 및 잡지,21,
호주,AUS,사진 및 비디오,21,1.2427
호주,AUS,생산성,21,
호주,AUS,부동산,21,
호주,AUS,RMG,21,
호주,AUS,쇼핑,21,1.2629
호주,AUS,소셜,21,
호주,AUS,소셜 미디어,21,1.4367
호주,AUS,스포츠,21,1.3545
호주,AUS,도구,21,
호주,AUS,여행,21,0.2976
호주,AUS,여행 및 내비게이션,21,
호주,AUS,유틸리티 및 생산성,21,0.4115
호주,AUS,날씨,21,
호주,AUS,예술 및 디자인,22,
호주,AUS,자동차,22,
호주,AUS,도서 및 참고자료,22,1.7162
호주,AUS,비즈니스,22,
호주,AUS,교육,22,2.5492
호주,AUS,엔터테인먼트,22,0.5697
호주,AUS,가족 및 관계,22,
호주,AUS,금융,22,
호주,AUS,음식 및 음료,22,
호주,AUS,생성형 AI,22,1.4874
호주,AUS,그래픽 및 디자인,22,
호주,AUS,건강 및 피트니스,22,0.118
호주,AUS,라이프스타일,22,
호주,AUS,의료,22,
호주,AUS,음악,22,
호주,AUS,뉴스 및 잡지,22,
호주,AUS,사진 및 비디오,22,1.005
호주,AUS,생산성,22,
호주,AUS,부동산,22,
호주,AUS,RMG,22,
호주,AUS,쇼핑,22,0.4312
호주,AUS,소셜,22,
호주,AUS,소셜 미디어,22,1.2656
호주,AUS,스포츠,22,0.1226
호주,AUS,도구,22,
호주,AUS,여행,22,-0.303
호주,AUS,여행 및 내비게이션,22,
호주,AUS,유틸리티 및 생산성,22,-0.1037
호주,AUS,날씨,22,
호주,AUS,예술 및 디자인,23,
호주,AUS,자동차,23,
호주,AUS,도서 및 참고자료,23,1.0425
호주,AUS,비즈니스,23,
호주,AUS,교육,23,1.3868
호주,AUS,엔터테인먼트,23,-0.1638
호주,AUS,가족 및 관계,23,
호주,AUS,금융,23,
호주,AUS,음식 및 음료,23,
호주,AUS,생성형 AI,23,0.8328
호주,AUS,그래픽 및 디자인,23,
호주,AUS,건강 및 피트니스,23,-0.5442
호주,AUS,라이프스타일,23,
호주,AUS,의료,23,
호주,AUS,음악,23,
호주,AUS,뉴스 및 잡지,23,
호주,AUS,사진 및 비디오,23,0.361
호주,AUS,생산성,23,
호주,AUS,부동산,23,
호주,AUS,RMG,23,
호주,AUS,쇼핑,23,-0.356
호주,AUS,소셜,23,
호주,AUS,소셜 미디어,23,0.551
호주,AUS,스포츠,23,-0.4844
호주,AUS,도구,23,
호주,AUS,여행,23,-0.9867
호주,AUS,여행 및 내비게이션,23,
호주,AUS,유틸리티 및 생산성,23,-0.7678
호주,AUS,날씨,23,
브라질,BRA,예술 및 디자인,0,
브라질,BRA,자동차,0,
브라질,BRA,도서 및 참고자료,0,-0.6535
브라질,BRA,비즈니스,0,-1.1901
브라질,BRA,교육,0,-0.8832
브라질,BRA,엔터테인먼트,0,-0.9986
브라질,BRA,가족 및 관계,0,
브라질,BRA,금융,0,-0.7818
브라질,BRA,음식 및 음료,0,
브라질,BRA,생성형 AI,0,0.0077
브라질,BRA,그래픽 및 디자인,0,-1.2128
브라질,BRA,건강 및 피트니스,0,-1.4794
브라질,BRA,라이프스타일,0,-1.0503
브라질,BRA,의료,0,
브라질,BRA,음악,0,
브라질,BRA,뉴스 및 잡지,0,-1.2129
브라질,BRA,사진 및 비디오,0,-0.6752
브라질,BRA,생산성,0,
브라질,BRA,부동산,0,
브라질,BRA,RMG,0,
브라질,BRA,쇼핑,0,0.2749
브라질,BRA,소셜,0,
브라질,BRA,소셜 미디어,0,0.2298
브라질,BRA,스포츠,0,-0.736
브라질,BRA,도구,0,-1.2039
브라질,BRA,여행,0,-1.4416
브라질,BRA,여행 및 내비게이션,0,
브라질,BRA,유틸리티 및 생산성,0,-1.261
브라질,BRA,날씨,0,
브라질,BRA,예술 및 디자인,1,
브라질,BRA,자동차,1,
브라질,BRA,도서 및 참고자료,1,-1.2917
브라질,BRA,비즈니스,1,-1.3393
브라질,BRA,교육,1,-1.3
브라질,BRA,엔터테인먼트,1,-1.4169
브라질,BRA,가족 및 관계,1,
브라질,BRA,금융,1,-1.1976
브라질,BRA,음식 및 음료,1,
브라질,BRA,생성형 AI,1,-0.7176
브라질,BRA,그래픽 및 디자인,1,-1.4663
브라질,BRA,건강 및 피트니스,1,-1.7246
브라질,BRA,라이프스타일,1,-1.5044
브라질,BRA,의료,1,
브라질,BRA,음악,1,
브라질,BRA,뉴스 및 잡지,1,-1.3471
브라질,BRA,사진 및 비디오,1,-1.2197
브라질,BRA,생산성,1,
브라질,BRA,부동산,1,
브라질,BRA,RMG,1,
브라질,BRA,쇼핑,1,-0.494
브라질,BRA,소셜,1,
브라질,BRA,소셜 미디어,1,-0.708
브라질,BRA,스포츠,1,-1.0172
브라질,BRA,도구,1,-1.5679
브라질,BRA,여행,1,-1.5833
브라질,BRA,여행 및 내비게이션,1,
브라질,BRA,유틸리티 및 생산성,1,-1.6039
브라질,BRA,날씨,1,
브라질,BRA,예술 및 디자인,2,
브라질,BRA,자동차,2,
브라질,BRA,도서 및 참고자료,2,-1.7044
브라질,BRA,비즈니스,2,-1.4064
브라질,BRA,교육,2,-1.4277
브라질,BRA,엔터테인먼트,2,-1.6775
브라질,BRA,가족 및 관계,2,
