Country code,Country,Category,Demographic Group,Rank,Time Spent/User,Formatted,TIme spent change (%)
AUS,Australia,Travel,25-44,22,0.98x,0.98,-0.02
AUS,Australia,Education,25-44,23,0.98x,0.98,-0.02
AUS,Australia,Social Media,25-44,25,0.98x,0.98,-0.02
AUS,Australia,Entertainment,25-44,26,0.96x,0.96,-0.04
AUS,Australia,News,25-44,28,0.94x,0.94,-0.06
AUS,Australia,Graphics & Design,25-44,30,0.89x,0.89,-0.11
AUS,Australia,Games / Strategy,25-44,31,0.87x,0.87,-0.13
AUS,Australia,Weather,45+,1,2.65x,2.65,1.65
AUS,Australia,Games / Puzzle,45+,3,1.97x,1.97,0.97
AUS,Australia,Games / Casino,45+,6,1.76x,1.76,0.76
AUS,Australia,News,45+,9,1.45x,1.45,0.45
AUS,Australia,Productivity,45+,12,1.25x,1.25,0.25
AUS,Australia,Health & Fitness,45+,13,1.23x,1.23,0.23
AUS,Australia,Finance,45+,14,1.19x,1.19,0.19
AUS,Australia,Sports,45+,15,1.17x,1.17,0.17
AUS,Australia,Shopping,45+,18,1.08x,1.08,0.08
AUS,Australia,Travel,45+,19,1.05x,1.05,0.05
AUS,Australia,Business,45+,20,0.98x,0.98,-0.02
AUS,Australia,Education,45+,21,0.98x,0.98,-0.02
AUS,Australia,Utilities,45+,23,0.92x,0.92,-0.08
AUS,Australia,Music,45+,27,0.81x,0.81,-0.19
AUS,Australia,Graphics & Design,45+,28,0.80x,0.80,-0.2
AUS,Australia,Social Media,45+,30,0.70x,0.70,-0.3
AUS,Australia,Food & Drink,45+,31,0.70x,0.70,-0.3
AUS,Australia,Entertainment,45+,32,0.69x,0.69,-0.31
AUS,Australia,Games / Strategy,45+,33,0.62x,0.62,-0.38
BRA,Brazil,Graphics & Design,18-24,1,1.32x,1.32,0.32
BRA,Brazil,News,18-24,2,1.29x,1.29,0.29
BRA,Brazil,Music,18-24,6,1.19x,1.19,0.19
BRA,Brazil,Entertainment,18-24,7,1.19x,1.19,0.19
BRA,Brazil,Games / Strategy,18-24,8,1.17x,1.17,0.17
BRA,Brazil,Social Media,18-24,15,1.09x,1.09,0.09
BRA,Brazil,Education,18-24,17,1.07x,1.07,0.07
BRA,Brazil,Productivity,18-24,18,1.06x,1.06,0.06
BRA,Brazil,Utilities,18-24,20,0.98x,0.98,-0.02
BRA,Brazil,Sports,18-24,22,0.93x,0.93,-0.07
BRA,Brazil,Health & Fitness,18-24,25,0.89x,0.89,-0.11
BRA,Brazil,Games / Casino,18-24,26,0.85x,0.85,-0.15
BRA,Brazil,Shopping,18-24,27,0.82x,0.82,-0.18
BRA,Brazil,Food & Drink,18-24,28,0.82x,0.82,-0.18
BRA,Brazil,Finance,18-24,31,0.74x,0.74,-0.26
BRA,Brazil,Games / Puzzle,18-24,32,0.71x,0.71,-0.29
BRA,Brazil,Business,18-24,34,0.64x,0.64,-0.36
BRA,Brazil,Travel,18-24,35,0.51x,0.51,-0.49
BRA,Brazil,Weather,18-24,36,0.38x,0.38,-0.62
BRA,Brazil,Weather,25-44,1,1.39x,1.39,0.39
BRA,Brazil,Travel,25-44,2,1.36x,1.36,0.36
BRA,Brazil,Business,25-44,3,1.32x,1.32,0.32
BRA,Brazil,Food & Drink,25-44,5,1.21x,1.21,0.21
BRA,Brazil,Finance,25-44,6,1.20x,1.20,0.2
BRA,Brazil,Shopping,25-44,8,1.17x,1.17,0.17
BRA,Brazil,Games / Casino,25-44,9,1.16x,1.16,0.16
BRA,Brazil,Games / Puzzle,25-44,10,1.16x,1.16,0.16
BRA,Brazil,Health & Fitness,25-44,12,1.10x,1.10,0.1
BRA,Brazil,Sports,25-44,14,1.07x,1.07,0.07
BRA,Brazil,Utilities,25-44,15,1.01x,1.01,0.01
BRA,Brazil,Productivity,25-44,19,0.96x,0.96,-0.04
BRA,Brazil,Education,25-44,21,0.94x,0.94,-0.06
BRA,Brazil,Social Media,25-44,23,0.94x,0.94,-0.06
BRA,Brazil,Games / Strategy,25-44,29,0.87x,0.87,-0.13
BRA,Brazil,Entertainment,25-44,30,0.86x,0.86,-0.14
BRA,Brazil,Music,25-44,31,0.85x,0.85,-0.15
BRA,Brazil,News,25-44,35,0.76x,0.76,-0.24
BRA,Brazil,Graphics & Design,25-44,36,0.76x,0.76,-0.24
BRA,Brazil,Weather,45+,1,3.01x,3.01,2.01
BRA,Brazil,Games / Puzzle,45+,2,1.97x,1.97,0.97
BRA,Brazil,Travel,45+,4,1.57x,1.57,0.57
BRA,Brazil,Finance,45+,6,1.41x,1.41,0.41
BRA,Brazil,Business,45+,10,1.14x,1.14,0.14
BRA,Brazil,Utilities,45+,11,1.06x,1.06,0.06
BRA,Brazil,Shopping,45+,12,1.03x,1.03,0.03
BRA,Brazil,Health & Fitness,45+,13,1.03x,1.03,0.03
BRA,Brazil,Sports,45+,16,0.98x,0.98,-0.02
BRA,Brazil,Games / Casino,45+,17,0.95x,0.95,-0.05
BRA,Brazil,Education,45+,20,0.82x,0.82,-0.18
BRA,Brazil,Productivity,45+,21,0.78x,0.78,-0.22
BRA,Brazil,Social Media,45+,22,0.72x,0.72,-0.28
BRA,Brazil,Food & Drink,45+,24,0.65x,0.65,-0.35
BRA,Brazil,Games / Strategy,45+,25,0.63x,0.63,-0.37
BRA,Brazil,Music,45+,27,0.61x,0.61,-0.39
BRA,Brazil,Entertainment,45+,28,0.61x,0.61,-0.39
BRA,Brazil,Graphics & Design,45+,34,0.48x,0.48,-0.52
BRA,Brazil,News,45+,36,0.45x,0.45,-0.55
CAN,Canada,Graphics & Design,18-24,3,1.48x,1.48,0.48
CAN,Canada,Games / Strategy,18-24,6,1.31x,1.31,0.31
CAN,Canada,Entertainment,18-24,9,1.26x,1.26,0.26
CAN,Canada,Education,18-24,11,1.22x,1.22,0.22
CAN,Canada,Social Media,18-24,13,1.21x,1.21,0.21
CAN,Canada,Music,18-24,15,1.14x,1.14,0.14
CAN,Canada,Utilities,18-24,18,1.02x,1.02,0.02
CAN,Canada,Productivity,18-24,19,0.90x,0.90,-0.1
CAN,Canada,Games / Puzzle,18-24,24,0.83x,0.83,-0.17
CAN,Canada,Sports,18-24,25,0.77x,0.77,-0.23
CAN,Canada,Food & Drink,18-24,26,0.76x,0.76,-0.24
CAN,Canada,News,18-24,27,0.73x,0.73,-0.27
CAN,Canada,Health & Fitness,18-24,29,0.63x,0.63,-0.37
CAN,Canada,Shopping,18-24,30,0.61x,0.61,-0.39
CAN,Canada,Business,18-24,31,0.61x,0.61,-0.39
CAN,Canada,Finance,18-24,32,0.58x,0.58,-0.42
CAN,Canada,Travel,18-24,34,0.50x,0.50,-0.5
CAN,Canada,Games / Casino,18-24,35,0.49x,0.49,-0.51
CAN,Canada,Weather,18-24,36,0.43x,0.43,-0.57
CAN,Canada,Health & Fitness,25-44,1,1.25x,1.25,0.25
CAN,Canada,Business,25-44,3,1.21x,1.21,0.21
CAN,Canada,Shopping,25-44,4,1.21x,1.21,0.21
CAN,Canada,Finance,25-44,5,1.21x,1.21,0.21
CAN,Canada,Food & Drink,25-44,6,1.19x,1.19,0.19
CAN,Canada,Travel,25-44,7,1.19x,1.19,0.19
CAN,Canada,Weather,25-44,8,1.18x,1.18,0.18
CAN,Canada,News,25-44,9,1.09x,1.09,0.09
CAN,Canada,Sports,25-44,10,1.08x,1.08,0.08
CAN,Canada,Productivity,25-44,11,1.06x,1.06,0.06
CAN,Canada,Utilities,25-44,14,1.05x,1.05,0.05
CAN,Canada,Music,25-44,19,1.00x,1.00,0
CAN,Canada,Social Media,25-44,20,1.00x,1.00,0
CAN,Canada,Games / Puzzle,25-44,21,1.00x,1.00,0
CAN,Canada,Entertainment,25-44,26,0.95x,0.95,-0.05
CAN,Canada,Education,25-44,28,0.93x,0.93,-0.07
CAN,Canada,Games / Strategy,25-44,29,0.91x,0.91,-0.09
CAN,Canada,Graphics & Design,25-44,31,0.88x,0.88,-0.12
CAN,Canada,Games / Casino,25-44,35,0.71x,0.71,-0.29
CAN,Canada,Games / Casino,45+,1,5.28x,5.28,4.28
CAN,Canada,Weather,45+,3,2.26x,2.26,1.26
CAN,Canada,Games / Puzzle,45+,4,2.14x,2.14,1.14
CAN,Canada,Sports,45+,8,1.65x,1.65,0.65
CAN,Canada,News,45+,9,1.64x,1.64,0.64
CAN,Canada,Finance,45+,13,1.32x,1.32,0.32
CAN,Canada,Shopping,45+,14,1.30x,1.30,0.3
CAN,Canada,Productivity,45+,16,1.25x,1.25,0.25
CAN,Canada,Travel,45+,18,1.23x,1.23,0.23
CAN,Canada,Health & Fitness,45+,19,1.19x,1.19,0.19
CAN,Canada,Business,45+,20,1.11x,1.11,0.11
CAN,Canada,Education,45+,21,1.08x,1.08,0.08
CAN,Canada,Food & Drink,45+,22,0.98x,0.98,-0.02
CAN,Canada,Music,45+,23,0.97x,0.97,-0.03
CAN,Canada,Games / Strategy,45+,26,0.88x,0.88,-0.12
CAN,Canada,Utilities,45+,28,0.86x,0.86,-0.14
CAN,Canada,Entertainment,45+,30,0.83x,0.83,-0.17
CAN,Canada,Social Media,45+,32,0.76x,0.76,-0.24
CAN,Canada,Graphics & Design,45+,34,0.66x,0.66,-0.34
DEU,Germany,Games / Strategy,18-24,2,1.50x,1.50,0.5
DEU,Germany,Entertainment,18-24,3,1.44x,1.44,0.44
DEU,Germany,Graphics & Design,18-24,4,1.43x,1.43,0.43
DEU,Germany,Social Media,18-24,5,1.43x,1.43,0.43
DEU,Germany,Education,18-24,11,1.31x,1.31,0.31
DEU,Germany,Music,18-24,12,1.28x,1.28,0.28
DEU,Germany,Utilities,18-24,17,1.15x,1.15,0.15
DEU,Germany,Sports,18-24,19,1.12x,1.12,0.12
DEU,Germany,Productivity,18-24,20,1.08x,1.08,0.08
DEU,Germany,Games / Puzzle,18-24,23,0.94x,0.94,-0.06
DEU,Germany,Travel,18-24,24,0.92x,0.92,-0.08
DEU,Germany,Games / Casino,18-24,26,0.91x,0.91,-0.09
DEU,Germany,Health & Fitness,18-24,27,0.87x,0.87,-0.13
DEU,Germany,Finance,18-24,30,0.76x,0.76,-0.24
DEU,Germany,News,18-24,31,0.73x,0.73,-0.27
DEU,Germany,Shopping,18-24,32,0.72x,0.72,-0.28
DEU,Germany,Food & Drink,18-24,33,0.71x,0.71,-0.29
DEU,Germany,Business,18-24,34,0.69x,0.69,-0.31
DEU,Germany,Weather,18-24,36,0.54x,0.54,-0.46
DEU,Germany,Food & Drink,25-44,1,1.37x,1.37,0.37
DEU,Germany,Business,25-44,2,1.35x,1.35,0.35
DEU,Germany,Shopping,25-44,3,1.35x,1.35,0.35
DEU,Germany,Finance,25-44,4,1.29x,1.29,0.29
DEU,Germany,Health & Fitness,25-44,5,1.22x,1.22,0.22
DEU,Germany,Games / Casino,25-44,6,1.19x,1.19,0.19
DEU,Germany,Travel,25-44,8,1.13x,1.13,0.13
DEU,Germany,Productivity,25-44,9,1.12x,1.12,0.12
DEU,Germany,Utilities,25-44,11,1.09x,1.09,0.09
DEU,Germany,News,25-44,13,1.08x,1.08,0.08
DEU,Germany,Weather,25-44,16,1.07x,1.07,0.07
DEU,Germany,Sports,25-44,20,1.03x,1.03,0.03
DEU,Germany,Music,25-44,22,1.01x,1.01,0.01
DEU,Germany,Social Media,25-44,25,0.97x,0.97,-0.03
DEU,Germany,Games / Puzzle,25-44,27,0.96x,0.96,-0.04
DEU,Germany,Education,25-44,29,0.95x,0.95,-0.05
DEU,Germany,Entertainment,25-44,30,0.94x,0.94,-0.06
DEU,Germany,Graphics & Design,25-44,31,0.92x,0.92,-0.08
DEU,Germany,Games / Strategy,25-44,32,0.87x,0.87,-0.13
DEU,Germany,Weather,45+,1,2.69x,2.69,1.69
DEU,Germany,Games / Puzzle,45+,4,2.17x,2.17,1.17
DEU,Germany,News,45+,5,1.98x,1.98,0.98
DEU,Germany,Games / Casino,45+,6,1.85x,1.85,0.85
DEU,Germany,Shopping,45+,12,1.32x,1.32,0.32
DEU,Germany,Finance,45+,14,1.25x,1.25,0.25
DEU,Germany,Food & Drink,45+,15,1.21x,1.21,0.21
DEU,Germany,Health & Fitness,45+,16,1.19x,1.19,0.19
DEU,Germany,Business,45+,17,1.12x,1.12,0.12
DEU,Germany,Sports,45+,18,1.03x,1.03,0.03
DEU,Germany,Travel,45+,20,1.00x,1.00,0
DEU,Germany,Productivity,45+,21,0.96x,0.96,-0.04
DEU,Germany,Education,45+,23,0.90x,0.90,-0.1
DEU,Germany,Utilities,45+,27,0.84x,0.84,-0.16
DEU,Germany,Music,45+,29,0.78x,0.78,-0.22
DEU,Germany,Graphics & Design,45+,30,0.76x,0.76,-0.24
DEU,Germany,Games / Strategy,45+,33,0.67x,0.67,-0.33
DEU,Germany,Entertainment,45+,34,0.65x,0.65,-0.35
DEU,Germany,Social Media,45+,35,0.51x,0.51,-0.49
FRA,France,Graphics & Design,18-24,2,1.60x,1.60,0.6
FRA,France,Social Media,18-24,5,1.50x,1.50,0.5
FRA,France,Games / Strategy,18-24,6,1.45x,1.45,0.45
FRA,France,Entertainment,18-24,7,1.45x,1.45,0.45
FRA,France,Education,18-24,10,1.42x,1.42,0.42
FRA,France,Music,18-24,15,1.33x,1.33,0.33
FRA,France,Utilities,18-24,20,1.20x,1.20,0.2
FRA,France,News,18-24,21,1.13x,1.13,0.13
FRA,France,Productivity,18-24,22,1.12x,1.12,0.12
FRA,France,Games / Puzzle,18-24,24,0.98x,0.98,-0.02
FRA,France,Sports,18-24,25,0.93x,0.93,-0.07
FRA,France,Health & Fitness,18-24,26,0.92x,0.92,-0.08
FRA,France,Food & Drink,18-24,27,0.83x,0.83,-0.17
FRA,France,Travel,18-24,29,0.78x,0.78,-0.22
FRA,France,Finance,18-24,30,0.77x,0.77,-0.23
FRA,France,Shopping,18-24,31,0.73x,0.73,-0.27
FRA,France,Business,18-24,33,0.63x,0.63,-0.37
FRA,France,Weather,18-24,35,0.47x,0.47,-0.53
FRA,France,Games / Casino,18-24,36,0.24x,0.24,-0.76
FRA,France,Business,25-44,1,1.51x,1.51,0.51
FRA,France,Food & Drink,25-44,2,1.51x,1.51,0.51
FRA,France,Games / Casino,25-44,3,1.48x,1.48,0.48
FRA,France,Shopping,25-44,4,1.44x,1.44,0.44
FRA,France,Finance,25-44,7,1.33x,1.33,0.33
FRA,France,Health & Fitness,25-44,8,1.30x,1.30,0.3
FRA,France,Sports,25-44,9,1.28x,1.28,0.28
FRA,France,Weather,25-44,10,1.24x,1.24,0.24
FRA,France,Travel,25-44,11,1.22x,1.22,0.22
FRA,France,Productivity,25-44,13,1.17x,1.17,0.17
FRA,France,Utilities,25-44,14,1.14x,1.14,0.14
FRA,France,News,25-44,15,1.13x,1.13,0.13
FRA,France,Music,25-44,18,1.07x,1.07,0.07
FRA,France,Games / Puzzle,25-44,19,1.07x,1.07,0.07
FRA,France,Graphics & Design,25-44,26,1.00x,1.00,0
FRA,France,Entertainment,25-44,28,1.00x,1.00,0
FRA,France,Social Media,25-44,29,0.99x,0.99,-0.01
FRA,France,Games / Strategy,25-44,30,0.97x,0.97,-0.03
FRA,France,Education,25-44,33,0.95x,0.95,-0.05
FRA,France,Games / Casino,45+,2,3.11x,3.11,2.11
FRA,France,Weather,45+,3,2.70x,2.70,1.7
FRA,France,Games / Puzzle,45+,5,2.07x,2.07,1.07
FRA,France,Shopping,45+,7,1.47x,1.47,0.47
FRA,France,Finance,45+,8,1.42x,1.42,0.42
FRA,France,Travel,45+,9,1.39x,1.39,0.39
FRA,France,Health & Fitness,45+,10,1.31x,1.31,0.31
FRA,France,Business,45+,13,1.20x,1.20,0.2
FRA,France,Sports,45+,14,1.14x,1.14,0.14
FRA,France,News,45+,15,1.13x,1.13,0.13
FRA,France,Education,45+,17,1.11x,1.11,0.11
FRA,France,Productivity,45+,20,1.07x,1.07,0.07
FRA,France,Food & Drink,45+,24,0.89x,0.89,-0.11
FRA,France,Utilities,45+,25,0.89x,0.89,-0.11
FRA,France,Music,45+,26,0.85x,0.85,-0.15
FRA,France,Entertainment,45+,28,0.81x,0.81,-0.19
FRA,France,Games / Strategy,45+,29,0.81x,0.81,-0.19
FRA,France,Social Media,45+,34,0.62x,0.62,-0.38
FRA,France,Graphics & Design,45+,35,0.37x,0.37,-0.63
KOR,South Korea,News,18-24,1,1.72x,1.72,0.72
KOR,South Korea,Education,18-24,2,1.42x,1.42,0.42
KOR,South Korea,Social Media,18-24,4,1.31x,1.31,0.31
KOR,South Korea,Music,18-24,6,1.28x,1.28,0.28
KOR,South Korea,Games / Strategy,18-24,7,1.26x,1.26,0.26
KOR,South Korea,Graphics & Design,18-24,9,1.23x,1.23,0.23
KOR,South Korea,Productivity,18-24,11,1.18x,1.18,0.18
KOR,South Korea,Entertainment,18-24,12,1.14x,1.14,0.14
KOR,South Korea,Utilities,18-24,18,0.90x,0.90,-0.1
KOR,South Korea,Food & Drink,18-24,22,0.85x,0.85,-0.15
KOR,South Korea,Sports,18-24,24,0.83x,0.83,-0.17
KOR,South Korea,Games / Puzzle,18-24,25,0.80x,0.80,-0.2
KOR,South Korea,Travel,18-24,26,0.78x,0.78,-0.22
KOR,South Korea,Shopping,18-24,28,0.71x,0.71,-0.29
KOR,South Korea,Health & Fitness,18-24,30,0.64x,0.64,-0.36
KOR,South Korea,Business,18-24,31,0.56x,0.56,-0.44
KOR,South Korea,Finance,18-24,34,0.52x,0.52,-0.48
KOR,South Korea,Weather,18-24,35,0.50x,0.50,-0.5
KOR,South Korea,Games / Casino,18-24,36,0.39x,0.39,-0.61
KOR,South Korea,Business,25-44,1,1.33x,1.33,0.33
KOR,South Korea,Food & Drink,25-44,4,1.20x,1.20,0.2
KOR,South Korea,Sports,25-44,6,1.18x,1.18,0.18
KOR,South Korea,Travel,25-44,8,1.15x,1.15,0.15
KOR,South Korea,Finance,25-44,9,1.13x,1.13,0.13
KOR,South Korea,Shopping,25-44,12,1.08x,1.08,0.08
KOR,South Korea,Utilities,25-44,16,1.05x,1.05,0.05
KOR,South Korea,Health & Fitness,25-44,18,1.02x,1.02,0.02
KOR,South Korea,Productivity,25-44,20,1.00x,1.00,0
KOR,South Korea,Weather,25-44,21,0.99x,0.99,-0.01
KOR,South Korea,Entertainment,25-44,22,0.99x,0.99,-0.01
KOR,South Korea,Graphics & Design,25-44,25,0.94x,0.94,-0.06
KOR,South Korea,Games / Puzzle,25-44,26,0.93x,0.93,-0.07
KOR,South Korea,Social Media,25-44,27,0.93x,0.93,-0.07
KOR,South Korea,Games / Casino,25-44,28,0.92x,0.92,-0.08
KOR,South Korea,Music,25-44,31,0.87x,0.87,-0.13
KOR,South Korea,Games / Strategy,25-44,32,0.87x,0.87,-0.13
KOR,South Korea,Education,25-44,34,0.80x,0.80,-0.2
KOR,South Korea,News,25-44,36,0.76x,0.76,-0.24
KOR,South Korea,Games / Casino,45+,1,2.73x,2.73,1.73
KOR,South Korea,Weather,45+,2,2.10x,2.10,1.1
KOR,South Korea,Finance,45+,3,1.81x,1.81,0.81
KOR,South Korea,Health & Fitness,45+,4,1.80x,1.80,0.8
KOR,South Korea,Games / Puzzle,45+,5,1.71x,1.71,0.71
KOR,South Korea,Shopping,45+,6,1.51x,1.51,0.51
KOR,South Korea,Utilities,45+,15,1.06x,1.06,0.06
KOR,South Korea,Business,45+,16,1.03x,1.03,0.03
KOR,South Korea,Travel,45+,19,0.95x,0.95,-0.05
KOR,South Korea,Sports,45+,21,0.88x,0.88,-0.12
KOR,South Korea,Food & Drink,45+,22,0.82x,0.82,-0.18
KOR,South Korea,Entertainment,45+,25,0.77x,0.77,-0.23
KOR,South Korea,Games / Strategy,45+,26,0.77x,0.77,-0.23
KOR,South Korea,Graphics & Design,45+,27,0.76x,0.76,-0.24
KOR,South Korea,Music,45+,29,0.71x,0.71,-0.29
KOR,South Korea,Education,45+,30,0.66x,0.66,-0.34
KOR,South Korea,Productivity,45+,31,0.64x,0.64,-0.36
KOR,South Korea,Social Media,45+,34,0.52x,0.52,-0.48
KOR,South Korea,News,45+,36,0.13x,0.13,-0.87
JPN,Japan,Education,18-24,5,1.41x,1.41,0.41
JPN,Japan,Graphics & Design,18-24,6,1.40x,1.40,0.4
JPN,Japan,Music,18-24,7,1.33x,1.33,0.33
JPN,Japan,Social Media,18-24,11,1.23x,1.23,0.23
JPN,Japan,Entertainment,18-24,13,1.19x,1.19,0.19
JPN,Japan,Utilities,18-24,15,1.15x,1.15,0.15
JPN,Japan,Business,18-24,16,1.15x,1.15,0.15
JPN,Japan,News,18-24,17,1.12x,1.12,0.12
JPN,Japan,Games / Strategy,18-24,18,1.10x,1.10,0.1
JPN,Japan,Productivity,18-24,19,1.03x,1.03,0.03
JPN,Japan,Sports,18-24,23,0.88x,0.88,-0.12
JPN,Japan,Games / Casino,18-24,27,0.83x,0.83,-0.17
JPN,Japan,Games / Puzzle,18-24,28,0.79x,0.79,-0.21
JPN,Japan,Travel,18-24,30,0.71x,0.71,-0.29
JPN,Japan,Health & Fitness,18-24,31,0.70x,0.70,-0.3
JPN,Japan,Shopping,18-24,32,0.64x,0.64,-0.36
JPN,Japan,Food & Drink,18-24,33,0.64x,0.64,-0.36
JPN,Japan,Finance,18-24,34,0.55x,0.55,-0.45
JPN,Japan,Weather,18-24,35,0.51x,0.51,-0.49
JPN,Japan,Finance,25-44,3,1.16x,1.16,0.16
JPN,Japan,Food & Drink,25-44,4,1.16x,1.16,0.16
JPN,Japan,Shopping,25-44,5,1.13x,1.13,0.13
JPN,Japan,Productivity,25-44,7,1.12x,1.12,0.12
JPN,Japan,Health & Fitness,25-44,9,1.05x,1.05,0.05
JPN,Japan,News,25-44,13,1.02x,1.02,0.02
JPN,Japan,Business,25-44,14,1.02x,1.02,0.02
JPN,Japan,Entertainment,25-44,15,1.00x,1.00,0
JPN,Japan,Utilities,25-44,16,0.98x,0.98,-0.02
JPN,Japan,Games / Strategy,25-44,19,0.96x,0.96,-0.04
JPN,Japan,Graphics & Design,25-44,20,0.95x,0.95,-0.05
JPN,Japan,Travel,25-44,21,0.94x,0.94,-0.06
JPN,Japan,Social Media,25-44,23,0.93x,0.93,-0.07
JPN,Japan,Music,25-44,26,0.88x,0.88,-0.12
JPN,Japan,Weather,25-44,28,0.85x,0.85,-0.15
JPN,Japan,Education,25-44,30,0.84x,0.84,-0.16
JPN,Japan,Sports,25-44,31,0.84x,0.84,-0.16
JPN,Japan,Games / Puzzle,25-44,32,0.80x,0.80,-0.2
JPN,Japan,Games / Casino,25-44,33,0.80x,0.80,-0.2
JPN,Japan,Weather,45+,1,2.13x,2.13,1.13
JPN,Japan,Games / Puzzle,45+,2,1.75x,1.75,0.75
JPN,Japan,Finance,45+,4,1.49x,1.49,0.49
JPN,Japan,Sports,45+,6,1.41x,1.41,0.41
JPN,Japan,Shopping,45+,7,1.41x,1.41,0.41
JPN,Japan,Games / Casino,45+,8,1.40x,1.40,0.4
JPN,Japan,Health & Fitness,45+,9,1.40x,1.40,0.4
JPN,Japan,Food & Drink,45+,10,1.35x,1.35,0.35
JPN,Japan,Travel,45+,14,1.12x,1.12,0.12
JPN,Japan,Games / Strategy,45+,18,0.89x,0.89,-0.11
JPN,Japan,News,45+,21,0.81x,0.81,-0.19
JPN,Japan,Utilities,45+,22,0.79x,0.79,-0.21
JPN,Japan,Entertainment,45+,23,0.78x,0.78,-0.22
JPN,Japan,Productivity,45+,24,0.76x,0.76,-0.24
JPN,Japan,Music,45+,25,0.72x,0.72,-0.28
JPN,Japan,Business,45+,26,0.71x,0.71,-0.29
JPN,Japan,Social Media,45+,27,0.69x,0.69,-0.31
JPN,Japan,Education,45+,28,0.65x,0.65,-0.35
JPN,Japan,Graphics & Design,45+,32,0.53x,0.53,-0.47
USA,U.S.,Graphics & Design,18-24,2,1.72x,1.72,0.72
USA,U.S.,Entertainment,18-24,6,1.32x,1.32,0.32
USA,U.S.,Music,18-24,9,1.23x,1.23,0.23
USA,U.S.,Education,18-24,10,1.20x,1.20,0.2
USA,U.S.,Social Media,18-24,11,1.17x,1.17,0.17
USA,U.S.,Utilities,18-24,14,1.13x,1.13,0.13
USA,U.S.,Games / Strategy,18-24,15,1.13x,1.13,0.13
USA,U.S.,Productivity,18-24,17,0.87x,0.87,-0.13
USA,U.S.,News,18-24,18,0.87x,0.87,-0.13
USA,U.S.,Food & Drink,18-24,23,0.74x,0.74,-0.26
USA,U.S.,Games / Puzzle,18-24,24,0.73x,0.73,-0.27
USA,U.S.,Sports,18-24,26,0.65x,0.65,-0.35
USA,U.S.,Health & Fitness,18-24,27,0.64x,0.64,-0.36
USA,U.S.,Business,18-24,30,0.56x,0.56,-0.44
USA,U.S.,Shopping,18-24,32,0.55x,0.55,-0.45
USA,U.S.,Finance,18-24,33,0.53x,0.53,-0.47
USA,U.S.,Weather,18-24,34,0.46x,0.46,-0.54
USA,U.S.,Travel,18-24,35,0.45x,0.45,-0.55
USA,U.S.,Games / Casino,18-24,36,0.21x,0.21,-0.79
USA,U.S.,Shopping,25-44,1,1.26x,1.26,0.26
USA,U.S.,Business,25-44,2,1.25x,1.25,0.25
USA,U.S.,Food & Drink,25-44,4,1.24x,1.24,0.24
USA,U.S.,Finance,25-44,5,1.23x,1.23,0.23
USA,U.S.,Health & Fitness,25-44,6,1.22x,1.22,0.22
USA,U.S.,Sports,25-44,7,1.18x,1.18,0.18
USA,U.S.,Travel,25-44,9,1.14x,1.14,0.14
USA,U.S.,Games / Puzzle,25-44,16,1.06x,1.06,0.06
USA,U.S.,News,25-44,17,1.05x,1.05,0.05
USA,U.S.,Productivity,25-44,18,1.05x,1.05,0.05
USA,U.S.,Weather,25-44,19,1.03x,1.03,0.03
