Country code,Country,Category,Demographic Group,Rank,Time Spent/User,Formatted,TIme spent change (%)
CAN,カナダ,旅行,45歳以上,18,1.23x,1.23,0.23
CAN,カナダ,健康・フィットネス,45歳以上,19,1.19x,1.19,0.19
CAN,カナダ,ビジネス,45歳以上,20,1.11x,1.11,0.11
CAN,カナダ,教育,45歳以上,21,1.08x,1.08,0.08
CAN,カナダ,食品・飲料,45歳以上,22,0.98x,0.98,-0.02
CAN,カナダ,音楽,45歳以上,23,0.97x,0.97,-0.03
CAN,カナダ,ゲーム / 戦略,45歳以上,26,0.88x,0.88,-0.12
CAN,カナダ,ユーティリティ,45歳以上,28,0.86x,0.86,-0.14
CAN,カナダ,エンターテインメント,45歳以上,30,0.83x,0.83,-0.17
CAN,カナダ,ソーシャルメディア,45歳以上,32,0.76x,0.76,-0.24
CAN,カナダ,グラフィック・デザイン,45歳以上,34,0.66x,0.66,-0.34
DEU,ドイツ,ゲーム / 戦略,18～24歳,2,1.50x,1.50,0.5
DEU,ドイツ,エンターテインメント,18～24歳,3,1.44x,1.44,0.44
DEU,ドイツ,グラフィック・デザイン,18～24歳,4,1.43x,1.43,0.43
DEU,ドイツ,ソーシャルメディア,18～24歳,5,1.43x,1.43,0.43
DEU,ドイツ,教育,18～24歳,11,1.31x,1.31,0.31
DEU,ドイツ,音楽,18～24歳,12,1.28x,1.28,0.28
DEU,ドイツ,ユーティリティ,18～24歳,17,1.15x,1.15,0.15
DEU,ドイツ,スポーツ,18～24歳,19,1.12x,1.12,0.12
DEU,ドイツ,生産性,18～24歳,20,1.08x,1.08,0.08
DEU,ドイツ,ゲーム / パズル,18～24歳,23,0.94x,0.94,-0.06
DEU,ドイツ,旅行,18～24歳,24,0.92x,0.92,-0.08
DEU,ドイツ,ゲーム / カジノ,18～24歳,26,0.91x,0.91,-0.09
DEU,ドイツ,健康・フィットネス,18～24歳,27,0.87x,0.87,-0.13
DEU,ドイツ,ファイナンス,18～24歳,30,0.76x,0.76,-0.24
DEU,ドイツ,ニュース,18～24歳,31,0.73x,0.73,-0.27
DEU,ドイツ,ショッピング,18～24歳,32,0.72x,0.72,-0.28
DEU,ドイツ,食品・飲料,18～24歳,33,0.71x,0.71,-0.29
DEU,ドイツ,ビジネス,18～24歳,34,0.69x,0.69,-0.31
DEU,ドイツ,天気,18～24歳,36,0.54x,0.54,-0.46
DEU,ドイツ,食品・飲料,25～44歳,1,1.37x,1.37,0.37
DEU,ドイツ,ビジネス,25～44歳,2,1.35x,1.35,0.35
DEU,ドイツ,ショッピング,25～44歳,3,1.35x,1.35,0.35
DEU,ドイツ,ファイナンス,25～44歳,4,1.29x,1.29,0.29
DEU,ドイツ,健康・フィットネス,25～44歳,5,1.22x,1.22,0.22
DEU,ドイツ,ゲーム / カジノ,25～44歳,6,1.19x,1.19,0.19
DEU,ドイツ,旅行,25～44歳,8,1.13x,1.13,0.13
DEU,ドイツ,生産性,25～44歳,9,1.12x,1.12,0.12
DEU,ドイツ,ユーティリティ,25～44歳,11,1.09x,1.09,0.09
DEU,ドイツ,ニュース,25～44歳,13,1.08x,1.08,0.08
DEU,ドイツ,天気,25～44歳,16,1.07x,1.07,0.07
DEU,ドイツ,スポーツ,25～44歳,20,1.03x,1.03,0.03
DEU,ドイツ,音楽,25～44歳,22,1.01x,1.01,0.01
DEU,ドイツ,ソーシャルメディア,25～44歳,25,0.97x,0.97,-0.03
DEU,ドイツ,ゲーム / パズル,25～44歳,27,0.96x,0.96,-0.04
DEU,ドイツ,教育,25～44歳,29,0.95x,0.95,-0.05
DEU,ドイツ,エンターテインメント,25～44歳,30,0.94x,0.94,-0.06
DEU,ドイツ,グラフィック・デザイン,25～44歳,31,0.92x,0.92,-0.08
DEU,ドイツ,ゲーム / 戦略,25～44歳,32,0.87x,0.87,-0.13
DEU,ドイツ,天気,45歳以上,1,2.69x,2.69,1.69
DEU,ドイツ,ゲーム / パズル,45歳以上,4,2.17x,2.17,1.17
DEU,ドイツ,ニュース,45歳以上,5,1.98x,1.98,0.98
DEU,ドイツ,ゲーム / カジノ,45歳以上,6,1.85x,1.85,0.85
DEU,ドイツ,ショッピング,45歳以上,12,1.32x,1.32,0.32
DEU,ドイツ,ファイナンス,45歳以上,14,1.25x,1.25,0.25
DEU,ドイツ,食品・飲料,45歳以上,15,1.21x,1.21,0.21
DEU,ドイツ,健康・フィットネス,45歳以上,16,1.19x,1.19,0.19
DEU,ドイツ,ビジネス,45歳以上,17,1.12x,1.12,0.12
DEU,ドイツ,スポーツ,45歳以上,18,1.03x,1.03,0.03
DEU,ドイツ,旅行,45歳以上,20,1.00x,1.00,0
DEU,ドイツ,生産性,45歳以上,21,0.96x,0.96,-0.04
DEU,ドイツ,教育,45歳以上,23,0.90x,0.90,-0.1
DEU,ドイツ,ユーティリティ,45歳以上,27,0.84x,0.84,-0.16
DEU,ドイツ,音楽,45歳以上,29,0.78x,0.78,-0.22
DEU,ドイツ,グラフィック・デザイン,45歳以上,30,0.76x,0.76,-0.24
DEU,ドイツ,ゲーム / 戦略,45歳以上,33,0.67x,0.67,-0.33
DEU,ドイツ,エンターテインメント,45歳以上,34,0.65x,0.65,-0.35
DEU,ドイツ,ソーシャルメディア,45歳以上,35,0.51x,0.51,-0.49
FRA,フランス,グラフィック・デザイン,18～24歳,2,1.60x,1.60,0.6
FRA,フランス,ソーシャルメディア,18～24歳,5,1.50x,1.50,0.5
FRA,フランス,ゲーム / 戦略,18～24歳,6,1.45x,1.45,0.45
FRA,フランス,エンターテインメント,18～24歳,7,1.45x,1.45,0.45
FRA,フランス,教育,18～24歳,10,1.42x,1.42,0.42
FRA,フランス,音楽,18～24歳,15,1.33x,1.33,0.33
FRA,フランス,ユーティリティ,18～24歳,20,1.20x,1.20,0.2
FRA,フランス,ニュース,18～24歳,21,1.13x,1.13,0.13
FRA,フランス,生産性,18～24歳,22,1.12x,1.12,0.12
FRA,フランス,ゲーム / パズル,18～24歳,24,0.98x,0.98,-0.02
FRA,フランス,スポーツ,18～24歳,25,0.93x,0.93,-0.07
FRA,フランス,健康・フィットネス,18～24歳,26,0.92x,0.92,-0.08
FRA,フランス,食品・飲料,18～24歳,27,0.83x,0.83,-0.17
FRA,フランス,旅行,18～24歳,29,0.78x,0.78,-0.22
FRA,フランス,ファイナンス,18～24歳,30,0.77x,0.77,-0.23
FRA,フランス,ショッピング,18～24歳,31,0.73x,0.73,-0.27
FRA,フランス,ビジネス,18～24歳,33,0.63x,0.63,-0.37
FRA,フランス,天気,18～24歳,35,0.47x,0.47,-0.53
FRA,フランス,ゲーム / カジノ,18～24歳,36,0.24x,0.24,-0.76
FRA,フランス,ビジネス,25～44歳,1,1.51x,1.51,0.51
FRA,フランス,食品・飲料,25～44歳,2,1.51x,1.51,0.51
FRA,フランス,ゲーム / カジノ,25～44歳,3,1.48x,1.48,0.48
FRA,フランス,ショッピング,25～44歳,4,1.44x,1.44,0.44
FRA,フランス,ファイナンス,25～44歳,7,1.33x,1.33,0.33
FRA,フランス,健康・フィットネス,25～44歳,8,1.30x,1.30,0.3
FRA,フランス,スポーツ,25～44歳,9,1.28x,1.28,0.28
FRA,フランス,天気,25～44歳,10,1.24x,1.24,0.24
FRA,フランス,旅行,25～44歳,11,1.22x,1.22,0.22
FRA,フランス,生産性,25～44歳,13,1.17x,1.17,0.17
FRA,フランス,ユーティリティ,25～44歳,14,1.14x,1.14,0.14
FRA,フランス,ニュース,25～44歳,15,1.13x,1.13,0.13
FRA,フランス,音楽,25～44歳,18,1.07x,1.07,0.07
FRA,フランス,ゲーム / パズル,25～44歳,19,1.07x,1.07,0.07
FRA,フランス,グラフィック・デザイン,25～44歳,26,1.00x,1.00,0
FRA,フランス,エンターテインメント,25～44歳,28,1.00x,1.00,0
FRA,フランス,ソーシャルメディア,25～44歳,29,0.99x,0.99,-0.01
FRA,フランス,ゲーム / 戦略,25～44歳,30,0.97x,0.97,-0.03
FRA,フランス,教育,25～44歳,33,0.95x,0.95,-0.05
FRA,フランス,ゲーム / カジノ,45歳以上,2,3.11x,3.11,2.11
FRA,フランス,天気,45歳以上,3,2.70x,2.70,1.7
FRA,フランス,ゲーム / パズル,45歳以上,5,2.07x,2.07,1.07
FRA,フランス,ショッピング,45歳以上,7,1.47x,1.47,0.47
FRA,フランス,ファイナンス,45歳以上,8,1.42x,1.42,0.42
FRA,フランス,旅行,45歳以上,9,1.39x,1.39,0.39
FRA,フランス,健康・フィットネス,45歳以上,10,1.31x,1.31,0.31
FRA,フランス,ビジネス,45歳以上,13,1.20x,1.20,0.2
FRA,フランス,スポーツ,45歳以上,14,1.14x,1.14,0.14
FRA,フランス,ニュース,45歳以上,15,1.13x,1.13,0.13
FRA,フランス,教育,45歳以上,17,1.11x,1.11,0.11
FRA,フランス,生産性,45歳以上,20,1.07x,1.07,0.07
FRA,フランス,食品・飲料,45歳以上,24,0.89x,0.89,-0.11
FRA,フランス,ユーティリティ,45歳以上,25,0.89x,0.89,-0.11
FRA,フランス,音楽,45歳以上,26,0.85x,0.85,-0.15
FRA,フランス,エンターテインメント,45歳以上,28,0.81x,0.81,-0.19
FRA,フランス,ゲーム / 戦略,45歳以上,29,0.81x,0.81,-0.19
FRA,フランス,ソーシャルメディア,45歳以上,34,0.62x,0.62,-0.38
FRA,フランス,グラフィック・デザイン,45歳以上,35,0.37x,0.37,-0.63
KOR,韓国,ニュース,18～24歳,1,1.72x,1.72,0.72
KOR,韓国,教育,18～24歳,2,1.42x,1.42,0.42
KOR,韓国,ソーシャルメディア,18～24歳,4,1.31x,1.31,0.31
KOR,韓国,音楽,18～24歳,6,1.28x,1.28,0.28
KOR,韓国,ゲーム / 戦略,18～24歳,7,1.26x,1.26,0.26
KOR,韓国,グラフィック・デザイン,18～24歳,9,1.23x,1.23,0.23
KOR,韓国,生産性,18～24歳,11,1.18x,1.18,0.18
KOR,韓国,エンターテインメント,18～24歳,12,1.14x,1.14,0.14
KOR,韓国,ユーティリティ,18～24歳,18,0.90x,0.90,-0.1
KOR,韓国,食品・飲料,18～24歳,22,0.85x,0.85,-0.15
KOR,韓国,スポーツ,18～24歳,24,0.83x,0.83,-0.17
KOR,韓国,ゲーム / パズル,18～24歳,25,0.80x,0.80,-0.2
KOR,韓国,旅行,18～24歳,26,0.78x,0.78,-0.22
KOR,韓国,ショッピング,18～24歳,28,0.71x,0.71,-0.29
KOR,韓国,健康・フィットネス,18～24歳,30,0.64x,0.64,-0.36
KOR,韓国,ビジネス,18～24歳,31,0.56x,0.56,-0.44
KOR,韓国,ファイナンス,18～24歳,34,0.52x,0.52,-0.48
KOR,韓国,天気,18～24歳,35,0.50x,0.50,-0.5
KOR,韓国,ゲーム / カジノ,18～24歳,36,0.39x,0.39,-0.61
KOR,韓国,ビジネス,25～44歳,1,1.33x,1.33,0.33
KOR,韓国,食品・飲料,25～44歳,4,1.20x,1.20,0.2
KOR,韓国,スポーツ,25～44歳,6,1.18x,1.18,0.18
KOR,韓国,旅行,25～44歳,8,1.15x,1.15,0.15
KOR,韓国,ファイナンス,25～44歳,9,1.13x,1.13,0.13
KOR,韓国,ショッピング,25～44歳,12,1.08x,1.08,0.08
KOR,韓国,ユーティリティ,25～44歳,16,1.05x,1.05,0.05
KOR,韓国,健康・フィットネス,25～44歳,18,1.02x,1.02,0.02
KOR,韓国,生産性,25～44歳,20,1.00x,1.00,0
KOR,韓国,天気,25～44歳,21,0.99x,0.99,-0.01
KOR,韓国,エンターテインメント,25～44歳,22,0.99x,0.99,-0.01
KOR,韓国,グラフィック・デザイン,25～44歳,25,0.94x,0.94,-0.06
KOR,韓国,ゲーム / パズル,25～44歳,26,0.93x,0.93,-0.07
KOR,韓国,ソーシャルメディア,25～44歳,27,0.93x,0.93,-0.07
KOR,韓国,ゲーム / カジノ,25～44歳,28,0.92x,0.92,-0.08
KOR,韓国,音楽,25～44歳,31,0.87x,0.87,-0.13
KOR,韓国,ゲーム / 戦略,25～44歳,32,0.87x,0.87,-0.13
KOR,韓国,教育,25～44歳,34,0.80x,0.80,-0.2
KOR,韓国,ニュース,25～44歳,36,0.76x,0.76,-0.24
KOR,韓国,ゲーム / カジノ,45歳以上,1,2.73x,2.73,1.73
KOR,韓国,天気,45歳以上,2,2.10x,2.10,1.1
KOR,韓国,ファイナンス,45歳以上,3,1.81x,1.81,0.81
KOR,韓国,健康・フィットネス,45歳以上,4,1.80x,1.80,0.8
KOR,韓国,ゲーム / パズル,45歳以上,5,1.71x,1.71,0.71
KOR,韓国,ショッピング,45歳以上,6,1.51x,1.51,0.51
KOR,韓国,ユーティリティ,45歳以上,15,1.06x,1.06,0.06
KOR,韓国,ビジネス,45歳以上,16,1.03x,1.03,0.03
KOR,韓国,旅行,45歳以上,19,0.95x,0.95,-0.05
KOR,韓国,スポーツ,45歳以上,21,0.88x,0.88,-0.12
KOR,韓国,食品・飲料,45歳以上,22,0.82x,0.82,-0.18
KOR,韓国,エンターテインメント,45歳以上,25,0.77x,0.77,-0.23
KOR,韓国,ゲーム / 戦略,45歳以上,26,0.77x,0.77,-0.23
KOR,韓国,グラフィック・デザイン,45歳以上,27,0.76x,0.76,-0.24
KOR,韓国,音楽,45歳以上,29,0.71x,0.71,-0.29
KOR,韓国,教育,45歳以上,30,0.66x,0.66,-0.34
KOR,韓国,生産性,45歳以上,31,0.64x,0.64,-0.36
KOR,韓国,ソーシャルメディア,45歳以上,34,0.52x,0.52,-0.48
KOR,韓国,ニュース,45歳以上,36,0.13x,0.13,-0.87
JPN,日本,教育,18～24歳,5,1.41x,1.41,0.41
JPN,日本,グラフィック・デザイン,18～24歳,6,1.40x,1.40,0.4
JPN,日本,音楽,18～24歳,7,1.33x,1.33,0.33
JPN,日本,ソーシャルメディア,18～24歳,11,1.23x,1.23,0.23
JPN,日本,エンターテインメント,18～24歳,13,1.19x,1.19,0.19
JPN,日本,ユーティリティ,18～24歳,15,1.15x,1.15,0.15
JPN,日本,ビジネス,18～24歳,16,1.15x,1.15,0.15
JPN,日本,ニュース,18～24歳,17,1.12x,1.12,0.12
JPN,日本,ゲーム / 戦略,18～24歳,18,1.10x,1.10,0.1
JPN,日本,生産性,18～24歳,19,1.03x,1.03,0.03
JPN,日本,スポーツ,18～24歳,23,0.88x,0.88,-0.12
JPN,日本,ゲーム / カジノ,18～24歳,27,0.83x,0.83,-0.17
JPN,日本,ゲーム / パズル,18～24歳,28,0.79x,0.79,-0.21
JPN,日本,旅行,18～24歳,30,0.71x,0.71,-0.29
JPN,日本,健康・フィットネス,18～24歳,31,0.70x,0.70,-0.3
JPN,日本,ショッピング,18～24歳,32,0.64x,0.64,-0.36
JPN,日本,食品・飲料,18～24歳,33,0.64x,0.64,-0.36
JPN,日本,ファイナンス,18～24歳,34,0.55x,0.55,-0.45
JPN,日本,天気,18～24歳,35,0.51x,0.51,-0.49
JPN,日本,ファイナンス,25～44歳,3,1.16x,1.16,0.16
JPN,日本,食品・飲料,25～44歳,4,1.16x,1.16,0.16
JPN,日本,ショッピング,25～44歳,5,1.13x,1.13,0.13
JPN,日本,生産性,25～44歳,7,1.12x,1.12,0.12
JPN,日本,健康・フィットネス,25～44歳,9,1.05x,1.05,0.05
JPN,日本,ニュース,25～44歳,13,1.02x,1.02,0.02
JPN,日本,ビジネス,25～44歳,14,1.02x,1.02,0.02
JPN,日本,エンターテインメント,25～44歳,15,1.00x,1.00,0
JPN,日本,ユーティリティ,25～44歳,16,0.98x,0.98,-0.02
